transaction_id,store_id,product_id,date_id,customer_id,quantity_sold,total_sales
19283,10,31,66,28,413,137.59
19284,4,16,43,21,225,93.54
19285,15,27,81,60,181,135.77
19286,13,42,62,33,774,47.43
19287,4,14,84,44,49,186.38
19288,9,83,23,29,467,124.15
19289,2,24,42,42,225,64.18
19290,10,59,9,40,120,43.41
19291,9,3,69,85,638,126.32
19292,2,69,41,56,453,131.5
19293,16,10,78,47,798,32.26
19294,12,20,2,47,989,97.44
19295,13,66,27,35,808,76.78
19296,14,47,79,60,992,176.61
19297,15,57,1,28,30,84.52
19298,10,8,37,81,208,112.35
19299,13,97,99,16,589,107.45
19300,19,87,21,58,366,98.9
19301,4,48,59,53,297,39.35
19302,2,81,75,89,307,131.89
19303,19,37,56,24,920,24.39
19304,5,70,53,21,764,189.82
19305,13,56,2,68,378,71.91
19306,8,42,31,35,872,150.97
19307,19,54,60,8,847,64.52
19308,15,66,67,8,727,76.96
19309,19,4,69,16,651,190.46
19310,15,88,78,10,623,129.44
19311,4,65,85,30,312,123.91
19312,2,1,49,98,820,42.52
19313,4,15,23,70,306,162.43
19314,14,21,75,5,512,30.15
19315,6,31,12,34,271,143.75
19316,8,62,36,40,306,178.39
19317,17,31,5,54,797,135.51
19318,15,68,46,81,850,134.62
19319,20,97,91,72,875,17.34
19320,20,48,4,70,540,58.18
19321,2,63,35,7,518,99.56
19322,14,25,69,52,397,62.32
19323,3,41,74,91,725,104.19
19324,7,19,86,73,966,33.93
19325,9,17,96,95,695,76.66
19326,14,43,36,33,60,99.91
19327,13,48,46,27,727,117.93
19328,3,66,73,78,428,165.16
19329,8,51,38,56,419,85.17
19330,2,13,11,83,884,196.42
19331,20,53,76,19,648,197.23
19332,15,40,38,14,901,44.64
19333,17,37,75,50,695,183.09
19334,16,99,15,90,117,195.52
19335,8,58,64,78,985,100.01
19336,3,72,47,24,62,81.09
19337,2,97,24,38,180,12.8
19338,20,47,71,4,727,55.93
19339,4,18,69,72,617,138.82
19340,12,39,68,1,515,113.46
19341,1,35,71,63,417,67.24
19342,7,62,3,54,452,73.52
19343,3,52,83,52,760,200.0
19344,17,96,87,74,488,189.09
19345,4,71,57,73,620,67.6
19346,12,68,75,19,880,126.23
19347,13,90,52,82,948,23.77
19348,12,13,46,20,215,145.08
19349,16,65,65,16,543,51.0
19350,6,36,48,9,390,53.71
19351,8,88,82,20,446,198.8
19352,18,37,100,88,702,37.15
19353,8,76,82,18,3,190.79
19354,6,50,11,23,476,161.0
19355,17,94,99,80,779,109.77
19356,14,30,83,81,975,175.11
19357,10,90,16,40,321,45.2
19358,14,59,10,3,794,24.88
19359,7,91,43,100,608,137.3
19360,13,98,7,52,693,33.62
19361,13,77,78,27,381,144.73
19362,12,72,51,31,100,137.0
19363,12,72,80,32,845,22.82
19364,4,88,46,78,522,114.72
19365,10,51,27,41,951,172.74
19366,19,63,76,44,536,99.63
19367,3,6,33,87,839,131.34
19368,9,12,27,87,274,109.35
19369,2,48,98,35,413,167.12
19370,1,51,75,13,776,31.29
19371,15,57,38,66,304,43.1
19372,15,78,44,15,108,80.61
19373,12,1,11,46,221,199.17
19374,16,87,52,56,724,49.94
19375,18,24,72,6,41,133.1
19376,6,35,74,5,218,90.05
19377,16,71,10,63,382,77.9
19378,1,94,47,100,525,132.43
19379,20,17,37,78,896,51.91
19380,3,76,97,40,769,79.76
19381,18,84,100,50,171,93.66
19382,17,28,13,49,323,92.45
19383,12,28,20,67,46,96.22
19384,9,65,69,81,766,21.82
19385,2,12,8,70,174,163.41
19386,10,22,42,34,874,138.32
19387,7,14,40,23,968,54.53
19388,5,96,83,86,455,70.3
19389,17,77,36,83,899,83.5
19390,14,64,41,91,341,50.14
19391,20,71,83,1,586,188.88
19392,2,98,100,31,737,25.42
19393,17,7,27,79,290,83.47
19394,14,44,36,64,669,159.67
19395,4,17,93,60,249,40.15
19396,10,90,90,71,626,155.08
19397,16,76,25,72,478,157.78
19398,7,76,17,42,473,135.94
19399,19,72,61,55,676,128.96
19400,18,90,76,76,830,41.6
19401,1,3,75,67,508,89.66
19402,17,26,16,45,547,143.67
19403,18,19,64,97,714,53.55
19404,6,1,17,23,245,125.38
19405,12,7,63,90,168,94.33
19406,8,17,6,100,840,60.44
19407,13,62,7,94,935,92.14
19408,14,67,96,39,662,128.89
19409,16,24,28,6,56,54.38
19410,9,62,43,73,139,35.18
19411,6,94,30,83,806,160.85
19412,19,69,86,2,793,179.99
19413,7,54,7,69,827,177.67
19414,6,18,23,60,303,48.79
19415,2,71,65,80,744,110.14
19416,11,59,25,23,972,186.42
19417,20,65,47,40,384,130.51
19418,4,67,45,72,927,46.55
19419,17,60,98,80,451,73.13
19420,4,44,80,4,327,163.82
19421,17,2,94,23,196,38.64
19422,13,63,15,70,754,24.36
19423,5,36,1,39,959,133.42
19424,6,3,50,79,740,20.94
19425,3,53,75,42,304,62.79
19426,10,93,93,49,708,42.88
19427,14,68,65,61,474,79.95
19428,3,39,31,94,564,155.86
19429,4,3,2,23,116,160.55
19430,18,65,7,77,294,179.36
19431,2,25,38,86,740,106.56
19432,6,67,49,64,751,55.99
19433,2,1,84,8,912,179.37
19434,6,74,99,67,123,23.8
19435,8,56,85,87,393,145.33
19436,8,99,38,96,891,176.83
19437,13,97,67,73,957,14.24
19438,18,13,73,87,74,115.44
19439,5,58,78,93,798,104.83
19440,20,53,22,10,340,78.96
19441,8,91,1,6,456,194.07
19442,8,41,84,9,302,73.71
19443,15,13,63,9,309,76.54
19444,1,97,15,82,147,22.28
19445,7,14,67,39,794,113.82
19446,9,45,45,46,682,13.27
19447,15,80,6,84,775,195.03
19448,1,66,93,87,589,52.66
19449,5,80,99,17,677,147.88
19450,7,11,76,81,86,98.63
19451,16,50,95,28,720,30.65
19452,9,64,81,4,967,36.93
19453,5,83,21,40,33,80.93
19454,17,84,91,66,70,74.86
19455,15,84,47,99,187,10.36
19456,3,42,48,55,437,36.21
19457,19,12,23,87,222,44.62
19458,20,32,24,46,740,133.99
19459,12,42,97,20,86,172.26
19460,1,40,82,54,503,26.85
19461,2,30,69,18,297,37.87
19462,15,32,57,96,587,48.72
19463,3,88,63,1,352,139.42
19464,17,6,48,100,958,97.3
19465,8,87,41,52,350,154.53
19466,11,74,30,36,355,141.94
19467,9,21,39,7,67,150.04
19468,8,62,15,4,579,72.52
19469,12,9,6,58,880,32.19
19470,11,22,54,65,275,198.81
19471,1,29,70,36,324,42.13
19472,15,29,47,47,964,128.77
19473,12,51,69,68,174,125.49
19474,8,30,2,84,404,10.37
19475,15,48,56,72,678,86.39
19476,6,96,71,10,93,145.28
19477,7,22,37,8,314,79.94
19478,19,37,77,32,992,154.6
19479,9,88,5,26,12,21.49
19480,20,39,33,7,439,189.51
19481,13,95,68,10,148,36.62
19482,6,81,66,34,180,59.23
19483,14,75,100,14,194,59.78
19484,16,4,10,26,551,88.27
19485,9,20,9,16,969,27.64
19486,17,39,21,29,258,130.59
19487,20,61,88,96,546,18.02
19488,5,58,93,91,457,199.14
19489,20,33,25,25,994,38.53
19490,2,64,5,22,328,199.22
19491,13,92,59,96,295,167.14
19492,4,79,16,97,489,25.85
19493,7,79,77,44,417,125.53
19494,2,11,38,9,753,133.23
19495,14,25,6,18,625,128.86
19496,2,30,83,20,655,95.72
19497,4,82,4,80,175,132.91
19498,15,100,37,26,451,22.28
19499,11,55,33,77,16,146.87
19500,1,49,46,66,241,125.11
19501,2,89,64,83,594,28.83
19502,15,50,16,14,376,130.9
19503,8,69,31,68,765,145.73
19504,16,16,35,5,543,42.59
19505,20,89,66,30,926,107.93
19506,8,74,53,18,776,183.67
19507,19,71,90,62,803,128.34
19508,16,22,50,76,170,60.79
19509,14,5,91,45,416,116.17
19510,18,71,16,13,856,29.8
19511,17,21,1,53,816,117.76
19512,11,67,52,7,135,78.84
19513,3,42,90,6,990,146.63
19514,14,28,83,31,369,173.7
19515,1,38,16,59,461,18.89
19516,12,67,53,92,410,73.57
19517,15,62,85,57,987,81.49
19518,6,29,83,33,550,192.79
19519,11,82,7,33,787,166.56
19520,1,47,36,59,713,161.04
19521,3,94,41,67,106,54.3
19522,14,79,44,69,875,55.94
19523,9,41,57,22,354,35.44
19524,7,42,3,55,991,128.76
19525,18,28,91,76,182,124.66
19526,7,21,20,82,256,118.46
19527,4,73,14,81,468,54.48
19528,12,96,44,47,301,134.14
19529,10,27,86,4,506,157.45
19530,11,17,41,59,721,126.54
19531,16,39,43,56,1,78.38
19532,4,43,48,14,617,13.66
19533,16,63,5,69,650,97.71
19534,12,51,20,60,316,136.49
19535,11,29,63,46,668,106.77
19536,7,99,49,87,182,173.96
19537,12,88,51,94,907,34.16
19538,13,77,19,18,66,70.84
19539,2,63,3,19,805,90.55
19540,17,93,35,14,676,54.64
19541,20,28,50,43,49,70.92
19542,17,47,32,57,95,45.63
19543,20,12,54,28,435,192.56
19544,1,79,61,97,506,120.29
19545,16,13,44,8,331,147.94
19546,16,61,20,36,671,167.74
19547,14,77,40,3,501,81.01
19548,11,13,53,61,632,163.46
19549,12,43,56,78,3,74.29
19550,7,69,7,50,193,62.25
19551,14,97,76,38,11,161.03
19552,19,50,73,25,831,121.32
19553,4,12,75,32,980,11.13
19554,14,64,95,82,598,195.17
19555,18,67,57,37,976,180.68
19556,14,69,94,65,968,82.63
19557,19,69,65,69,56,30.49
19558,18,80,90,7,881,18.51
19559,9,77,54,90,767,158.55
19560,18,30,100,11,503,186.19
19561,5,68,85,30,276,106.62
19562,1,87,5,41,341,145.51
19563,15,19,65,36,163,45.18
19564,11,92,60,61,958,31.28
19565,17,48,12,16,507,60.4
19566,15,32,55,54,227,169.33
19567,7,68,75,14,104,22.54
19568,5,31,2,57,179,63.63
19569,14,41,84,91,911,190.16
19570,6,32,61,12,60,198.23
19571,18,2,82,60,626,63.13
19572,4,37,13,94,497,49.61
19573,17,31,72,51,881,121.27
19574,10,52,66,82,176,87.67
19575,18,95,1,20,999,168.39
19576,12,88,21,16,483,173.96
19577,5,28,28,33,103,134.37
19578,4,68,72,16,223,143.29
19579,11,93,86,66,580,124.14
19580,16,8,16,37,939,187.35
19581,8,57,43,19,281,14.57
19582,15,35,96,58,669,194.58
19583,2,89,15,57,570,138.72
19584,18,37,41,69,290,146.76
19585,8,98,41,59,851,63.98
19586,6,98,25,2,700,188.87
19587,15,49,87,38,306,158.35
19588,14,32,40,53,490,113.61
19589,3,10,81,14,863,192.02
19590,10,95,12,5,641,33.2
19591,20,96,59,100,887,128.15
19592,20,1,76,6,512,199.3
19593,6,15,35,58,224,63.21
19594,11,45,92,12,502,67.81
19595,11,74,91,27,200,52.21
19596,9,15,15,6,591,136.84
19597,12,32,10,22,109,40.78
19598,8,72,22,43,932,75.99
19599,4,81,49,86,1000,44.57
19600,12,35,16,15,938,58.23
19601,5,81,19,65,545,119.26
19602,1,74,80,64,964,70.99
19603,6,92,98,30,168,79.13
19604,16,86,83,80,644,161.21
19605,16,5,35,83,744,58.15
19606,12,73,68,94,30,75.61
19607,3,93,45,50,744,103.39
19608,5,83,50,78,939,142.6
19609,3,19,41,19,367,128.61
19610,17,19,82,10,1000,167.24
19611,19,26,100,45,309,30.58
19612,5,69,94,98,243,129.61
19613,9,97,58,8,656,140.33
19614,16,73,13,11,405,118.27
19615,14,92,3,49,638,160.43
19616,5,72,88,83,627,31.29
19617,13,32,1,61,509,11.01
19618,9,73,58,55,276,111.11
19619,9,32,22,99,839,144.08
19620,6,94,88,97,957,101.82
19621,15,78,88,68,374,99.75
19622,20,16,40,21,574,57.61
19623,16,42,97,96,425,28.06
19624,10,30,14,41,808,174.86
19625,17,55,56,42,615,167.74
19626,17,14,97,86,932,154.61
19627,7,85,24,48,927,88.87
19628,10,75,43,38,233,135.76
19629,6,81,48,38,450,184.79
19630,10,4,36,29,743,162.36
19631,18,63,43,91,336,35.99
19632,2,28,55,3,213,183.17
19633,11,4,61,20,815,108.05
19634,2,64,27,83,29,88.17
19635,14,23,18,46,181,93.39
19636,12,4,84,16,720,74.08
19637,1,31,87,7,186,99.99
19638,2,34,98,9,616,127.66
19639,8,47,16,51,112,168.82
19640,8,67,1,62,30,193.26
19641,15,24,8,90,223,43.02
19642,13,73,75,30,398,104.15
19643,20,90,49,94,754,113.51
19644,14,87,89,41,661,81.68
19645,5,64,1,41,980,66.42
19646,20,21,65,76,856,13.32
19647,9,77,3,43,889,149.97
19648,17,40,94,31,319,189.7
19649,7,11,32,22,241,110.9
19650,7,4,14,44,688,189.31
19651,10,67,38,15,257,69.73
19652,7,63,93,20,889,145.98
19653,13,53,26,84,898,139.88
19654,16,8,75,7,558,137.05
19655,11,96,48,84,772,134.58
19656,10,85,86,69,785,192.57
19657,9,50,32,32,341,32.28
19658,4,49,43,65,505,187.91
19659,18,87,65,89,236,104.92
19660,10,13,80,51,586,143.51
19661,2,18,40,88,174,157.66
19662,8,89,83,4,732,148.28
19663,7,66,60,11,728,136.85
19664,9,13,19,68,120,145.76
19665,17,97,80,10,965,179.82
19666,1,77,59,3,593,138.48
19667,9,34,77,90,729,21.91
19668,10,14,4,30,280,17.18
19669,18,73,77,51,497,55.73
19670,18,26,46,92,689,23.92
19671,3,50,75,23,338,101.09
19672,11,26,40,11,588,120.79
19673,5,14,5,46,755,127.76
19674,1,42,50,13,48,56.65
19675,13,84,73,4,701,125.92
19676,5,34,35,76,383,50.72
19677,8,45,30,81,885,35.2
19678,9,77,57,48,692,40.65
19679,4,75,27,72,367,112.99
19680,17,31,82,20,232,46.04
19681,17,57,92,42,260,126.09
19682,10,52,33,100,485,127.81
19683,6,43,6,46,907,78.86
19684,8,89,90,52,365,116.07
19685,7,12,33,22,165,84.82
19686,20,34,25,75,785,135.73
19687,5,58,55,13,697,63.43
19688,4,91,46,15,871,125.42
19689,17,91,41,74,267,68.71
19690,14,12,60,94,941,65.48
19691,5,59,30,7,599,130.03
19692,19,46,100,56,867,150.72
19693,18,81,100,18,578,148.94
19694,7,49,10,59,918,32.56
19695,11,57,76,22,721,120.29
19696,4,94,61,26,906,189.75
19697,12,57,23,82,743,180.97
19698,16,36,60,24,474,101.7
19699,18,100,59,42,715,128.21
19700,7,3,14,12,573,81.73
19701,8,43,61,28,457,67.53
19702,4,36,18,72,962,14.5
19703,4,19,69,17,981,109.77
19704,6,38,92,96,112,25.78
19705,19,62,20,57,551,125.92
19706,19,37,17,20,538,173.41
19707,1,14,53,21,535,12.79
19708,1,32,68,11,599,69.07
19709,2,21,29,3,138,145.12
19710,10,84,81,42,913,15.34
19711,5,49,40,61,411,156.32
19712,6,46,64,59,704,157.26
19713,12,8,35,32,842,162.38
19714,3,49,45,82,473,144.96
19715,20,100,84,15,807,166.47
19716,11,75,30,9,289,166.61
19717,17,40,44,69,884,169.0
19718,5,90,11,42,350,195.74
19719,19,58,52,3,743,51.6
19720,19,70,1,99,958,116.03
19721,6,33,24,67,164,97.69
19722,13,40,38,88,385,193.05
19723,2,87,56,6,558,39.85
19724,3,38,60,88,271,182.58
19725,16,38,11,76,662,166.39
19726,16,7,46,32,227,92.72
19727,4,75,65,17,916,157.26
19728,14,65,73,46,673,150.31
19729,13,28,58,92,756,171.63
19730,3,43,52,7,535,161.77
19731,14,57,73,34,21,64.05
19732,20,14,30,11,487,144.84
19733,12,55,80,52,953,21.77
19734,6,81,50,70,270,80.29
19735,12,41,72,45,77,111.39
19736,14,41,85,70,541,51.81
19737,7,5,26,78,612,50.13
19738,4,17,79,56,252,137.75
19739,9,8,3,59,941,61.76
19740,4,19,69,80,14,118.06
19741,7,15,27,83,190,88.59
19742,11,26,88,94,427,20.23
19743,10,47,5,42,862,166.98
19744,3,84,88,4,672,102.2
19745,11,60,53,15,613,105.71
19746,1,40,7,73,463,198.59
19747,1,71,51,29,393,90.98
19748,3,35,18,83,943,63.19
19749,6,39,50,97,702,60.66
19750,1,43,97,10,18,187.04
19751,16,61,99,5,33,159.08
19752,17,82,88,86,18,34.67
19753,17,98,54,87,523,197.58
19754,13,39,43,3,357,159.6
19755,4,25,79,55,433,103.38
19756,10,30,12,45,918,42.37
19757,14,19,51,33,371,159.19
19758,19,62,78,74,189,198.09
19759,12,51,29,75,130,100.69
19760,17,65,46,63,85,141.35
19761,16,54,53,89,827,93.47
19762,5,83,38,11,220,173.99
19763,6,85,24,13,258,162.5
19764,7,7,14,17,29,187.21
19765,1,37,62,76,548,26.67
19766,2,84,56,62,479,48.43
19767,2,54,97,56,974,128.91
19768,9,30,20,93,488,85.98
19769,6,24,99,70,19,11.61
19770,12,42,31,31,763,173.67
19771,12,10,12,50,986,169.28
19772,18,17,51,16,944,58.33
19773,4,13,83,62,662,122.23
19774,20,41,28,82,366,153.03
19775,11,85,95,67,72,179.76
19776,19,61,81,95,698,181.3
19777,8,66,46,92,807,53.88
19778,19,76,66,94,489,26.99
19779,10,89,12,28,889,95.48
19780,15,57,39,100,647,24.47
19781,18,56,61,99,312,27.27
19782,15,37,40,40,674,28.02
19783,1,19,77,35,126,164.68
19784,15,47,72,48,29,12.63
19785,9,25,94,96,175,93.33
19786,18,10,73,54,390,146.75
19787,7,63,58,93,648,88.16
19788,2,25,75,55,340,47.33
19789,15,64,100,46,2,84.1
19790,7,67,58,11,446,163.6
19791,11,25,96,30,492,61.55
19792,7,62,63,75,66,103.93
19793,19,71,51,57,353,183.82
19794,7,94,80,98,281,174.1
19795,11,90,45,62,465,22.49
19796,12,57,98,50,160,23.73
19797,19,55,52,39,196,41.86
19798,13,46,63,97,182,139.05
19799,13,73,59,56,600,193.82
19800,14,100,100,5,736,136.53
19801,5,42,74,29,489,23.14
19802,10,61,56,42,997,65.26
19803,1,26,53,3,140,64.47
19804,1,47,62,84,127,107.33
19805,9,2,64,96,576,26.05
19806,8,21,29,74,485,156.09
19807,20,73,1,74,255,96.32
19808,5,5,74,60,209,97.68
19809,11,79,1,4,328,133.83
19810,10,63,40,57,69,146.19
19811,19,5,32,17,422,58.85
19812,18,30,55,89,626,43.62
19813,13,14,98,14,234,43.43
19814,3,57,74,23,310,31.08
19815,3,40,94,20,76,139.38
19816,12,97,73,97,657,164.82
19817,12,23,51,48,269,69.58
19818,6,79,50,63,112,103.73
19819,19,26,72,38,771,163.81
19820,9,12,48,54,386,181.68
19821,11,54,49,27,159,65.35
19822,5,43,34,33,42,20.78
19823,18,65,88,2,15,69.19
19824,3,81,58,53,109,185.04
19825,9,9,39,47,331,91.27
19826,8,68,6,55,296,131.72
19827,10,94,43,37,333,32.2
19828,16,42,35,86,439,175.72
19829,9,57,84,32,314,18.31
19830,9,82,35,65,368,121.27
19831,12,52,32,87,193,123.36
19832,6,24,30,16,732,112.48
19833,12,93,9,49,675,48.77
19834,2,37,40,86,430,108.34
19835,15,11,57,99,45,147.62
19836,13,61,63,76,70,44.91
19837,18,20,59,51,177,115.53
19838,2,83,18,63,677,121.47
19839,7,84,35,66,606,16.98
19840,14,19,84,69,733,73.4
19841,4,24,45,24,212,174.05
19842,11,36,14,44,356,175.0
19843,18,56,50,57,462,103.28
19844,2,4,83,86,620,147.04
19845,13,42,96,56,733,90.85
19846,6,25,97,27,777,92.63
19847,11,75,60,37,980,69.23
19848,20,23,45,7,708,138.37
19849,16,13,72,35,754,31.59
19850,6,81,72,17,487,144.85
19851,5,14,30,14,306,177.14
19852,3,69,11,74,721,60.17
19853,3,88,50,27,266,110.32
19854,16,45,4,99,319,189.88
19855,18,83,28,51,491,144.41
19856,12,49,16,33,398,74.15
19857,14,84,31,87,795,120.14
19858,1,93,21,94,897,27.53
19859,19,61,78,86,801,165.85
19860,12,92,21,43,398,173.94
19861,3,12,18,82,966,16.07
19862,4,99,29,43,555,67.65
19863,9,97,70,54,542,79.52
19864,6,20,99,2,130,57.27
19865,20,65,20,38,153,77.65
19866,4,75,73,35,851,135.18
19867,18,80,14,68,910,161.22
19868,18,1,20,96,812,106.68
19869,12,58,86,44,700,48.2
19870,5,25,61,35,371,20.08
19871,5,32,54,89,338,108.86
19872,19,27,44,34,907,107.65
19873,8,24,6,99,153,182.4
19874,14,92,46,48,51,125.66
19875,12,28,30,98,661,16.63
19876,15,95,76,20,78,53.95
19877,18,44,33,51,501,193.11
19878,16,74,46,28,796,141.05
19879,15,98,15,87,851,90.68
19880,3,93,25,37,359,13.48
19881,6,87,13,81,829,64.57
19882,2,22,87,10,725,91.69
19883,8,35,25,18,896,23.97
19884,19,59,75,80,338,75.51
19885,3,71,55,19,270,140.97
19886,7,34,27,8,410,148.6
19887,6,76,33,15,325,28.89
19888,2,1,82,57,684,27.36
19889,16,2,2,43,977,124.15
19890,9,89,5,56,268,66.73
19891,19,39,23,34,956,199.11
19892,17,76,5,21,921,23.86
19893,12,83,43,58,493,108.92
19894,12,29,80,93,615,51.21
19895,11,13,44,20,789,34.99
19896,9,92,74,62,889,72.42
19897,9,20,7,6,341,102.45
19898,17,60,77,47,174,44.09
19899,17,85,69,82,902,151.86
19900,13,17,29,97,625,172.79
19901,3,17,31,47,298,94.74
19902,11,62,94,52,423,109.81
19903,17,90,68,83,407,164.5
19904,10,91,94,100,764,74.88
19905,4,33,55,93,760,128.61
19906,17,32,11,5,91,74.61
19907,19,95,36,62,788,182.97
19908,17,20,89,8,774,31.89
19909,2,13,96,30,320,65.65
19910,8,72,21,57,594,141.36
19911,1,53,59,67,768,162.91
19912,14,7,75,89,400,60.04
19913,2,91,41,32,999,55.91
19914,19,46,88,65,206,93.08
19915,13,87,86,90,501,119.2
19916,14,55,86,27,353,194.93
19917,7,56,76,27,177,51.98
19918,17,33,92,21,824,193.07
19919,1,61,50,85,500,74.42
19920,17,28,73,60,126,151.01
19921,1,92,7,17,638,141.02
19922,18,25,86,38,878,65.73
19923,10,100,42,94,787,54.91
19924,11,17,34,100,942,192.79
19925,5,17,25,69,662,155.36
19926,6,4,97,37,407,51.0
19927,1,63,45,19,778,118.71
19928,4,36,45,47,516,128.61
19929,6,7,41,3,952,189.28
19930,6,100,85,72,68,111.78
19931,1,74,87,69,892,193.68
19932,17,74,97,69,647,131.33
19933,2,72,35,84,274,83.11
19934,12,10,77,93,141,157.48
19935,9,15,74,47,347,166.87
19936,1,40,67,33,67,42.26
19937,8,60,53,3,733,165.19
19938,3,61,88,22,163,110.63
19939,5,5,45,66,457,160.56
19940,2,76,36,17,389,62.43
19941,8,22,24,21,528,119.71
19942,18,80,22,51,978,17.99
19943,14,22,11,59,389,36.11
19944,4,18,76,59,754,74.9
19945,3,94,3,7,33,29.22
19946,4,21,52,69,734,115.91
19947,4,40,35,59,814,144.78
19948,12,48,29,70,404,32.75
19949,15,91,71,89,496,84.15
19950,18,86,94,10,110,150.41
19951,3,94,52,18,831,42.83
19952,7,55,52,84,429,179.53
19953,4,82,12,31,222,195.93
19954,6,57,92,20,609,75.79
19955,11,54,16,26,68,72.12
19956,2,23,92,15,576,187.13
19957,4,56,26,53,471,30.04
19958,16,56,53,84,581,145.34
19959,13,58,42,2,109,128.61
19960,3,93,92,87,945,35.37
19961,11,42,29,39,940,31.93
19962,10,86,37,24,868,124.53
19963,5,24,2,37,659,194.03
19964,18,95,33,3,727,176.74
19965,10,4,36,13,512,172.25
19966,9,89,28,90,72,86.87
19967,3,87,83,56,393,134.02
19968,16,48,30,30,974,35.24
19969,19,94,49,60,511,101.13
19970,13,47,13,97,987,122.09
19971,7,57,10,10,549,16.54
19972,20,7,89,11,384,133.8
19973,14,5,41,40,647,63.44
19974,13,20,53,78,37,101.41
19975,11,58,70,98,616,128.02
19976,1,21,6,2,116,53.69
19977,4,17,22,48,864,141.92
19978,9,21,17,87,41,11.11
19979,14,1,21,74,657,197.48
19980,4,34,79,35,685,195.69
19981,7,62,5,40,697,167.09
19982,10,58,22,33,526,30.35
19983,2,51,8,62,271,32.31
19984,13,40,49,18,915,59.76
19985,16,46,15,70,518,198.08
19986,4,81,27,22,741,144.32
19987,6,31,18,91,588,32.58
19988,17,14,1,50,578,79.69
19989,7,68,86,48,342,153.48
19990,20,100,85,7,451,55.44
19991,17,59,95,46,564,54.65
19992,1,17,19,13,780,81.26
19993,7,80,7,18,171,12.35
19994,17,69,90,57,452,179.27
19995,2,28,24,13,532,125.97
19996,17,68,25,19,951,162.27
19997,18,90,20,94,707,144.37
19998,13,83,50,5,856,190.81
19999,19,79,15,26,330,40.04
20000,9,100,13,14,551,50.32
20001,8,34,6,56,432,134.91
20002,4,64,99,72,272,31.39
20003,12,35,8,30,690,14.44
20004,5,10,72,88,937,134.79
20005,17,46,93,77,865,53.01
20006,11,17,51,47,600,115.21
20007,12,13,32,79,575,132.92
20008,3,100,69,97,118,131.52
20009,18,54,56,11,983,118.86
20010,15,64,47,18,122,190.05
20011,13,36,81,54,836,71.89
20012,19,42,53,84,582,98.52
20013,20,61,32,64,566,43.44
20014,16,73,96,53,388,161.82
20015,3,42,70,52,197,124.31
20016,9,60,81,61,124,106.81
20017,2,73,48,89,248,45.3
20018,16,39,84,50,461,179.52
20019,20,10,23,43,76,43.56
20020,2,22,92,44,157,48.58
20021,17,95,39,50,869,101.31
20022,2,15,84,39,866,107.69
20023,1,12,90,52,138,141.32
20024,11,46,11,34,219,176.65
20025,20,68,96,70,713,192.41
20026,13,13,17,23,593,195.35
20027,9,15,62,49,929,117.18
20028,6,85,29,52,34,158.27
20029,8,100,5,6,745,71.57
20030,7,74,79,88,490,129.69
20031,15,73,8,44,618,29.74
20032,9,25,90,36,853,25.8
20033,15,22,99,42,313,169.83
20034,6,65,50,52,314,41.7
20035,5,41,61,31,433,62.08
20036,6,10,43,82,651,153.27
20037,14,78,89,34,996,64.23
20038,6,15,54,58,349,51.57
20039,9,23,18,83,29,83.4
20040,15,8,77,29,902,95.84
20041,19,59,8,39,278,196.29
20042,4,87,56,23,453,98.23
20043,10,83,38,7,278,196.2
20044,9,95,29,19,894,190.38
20045,20,17,2,29,805,193.61
20046,18,78,80,66,71,28.85
20047,15,46,93,60,915,130.32
20048,5,41,61,65,333,151.99
20049,4,36,60,52,69,19.53
20050,12,23,1,86,869,144.95
20051,8,62,16,82,452,132.6
20052,17,86,21,35,977,29.33
20053,10,23,80,15,721,124.52
20054,5,7,52,36,782,199.34
20055,4,86,80,24,410,24.0
20056,5,9,83,44,853,186.8
20057,10,31,14,12,365,54.51
20058,11,52,5,21,921,73.46
20059,17,39,50,96,613,153.09
20060,12,94,100,17,212,95.96
20061,8,43,24,39,505,23.39
20062,4,25,83,5,579,82.99
20063,14,46,90,86,210,76.26
20064,16,48,4,81,588,30.6
20065,13,24,34,68,3,143.4
20066,6,54,23,97,61,90.27
20067,18,31,71,94,563,47.69
20068,13,99,91,58,169,63.32
20069,20,72,52,87,641,100.09
20070,1,50,80,30,352,171.75
20071,19,94,17,85,822,34.19
20072,14,77,60,53,122,159.55
20073,13,42,33,100,772,56.2
20074,15,77,42,47,765,76.41
20075,1,68,67,19,136,184.88
20076,17,67,1,80,168,166.92
20077,8,47,70,38,643,199.26
20078,19,51,8,57,646,66.84
20079,8,59,52,2,856,64.12
20080,13,39,100,58,478,37.78
20081,18,81,31,49,69,117.58
20082,19,14,39,29,503,189.03
20083,3,38,10,21,679,84.27
20084,18,64,48,47,756,61.86
20085,6,29,42,84,188,12.66
20086,13,51,82,69,698,110.66
20087,8,96,45,17,893,86.56
20088,8,90,61,12,272,174.48
20089,7,20,29,11,280,115.96
20090,11,9,85,76,367,54.09
20091,17,61,16,51,509,95.44
20092,1,83,44,77,74,131.79
20093,1,72,12,17,647,42.55
20094,2,30,51,36,45,54.3
20095,1,41,60,74,914,125.26
20096,5,10,87,37,13,58.2
20097,6,66,8,57,263,56.92
20098,14,7,59,67,849,145.31
20099,18,3,21,48,245,22.41
20100,12,23,52,81,998,188.31
20101,11,6,92,10,411,191.8
20102,9,52,67,32,531,128.21
20103,19,100,98,48,37,83.09
